id,contract_id,task_name,description,created_by,deadline,completion_status,completed_on,assigned_to,created_at,updated_at
135,46,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,45,2025-08-18,FALSE,,199,2025-08-14 03:31:20 UTC,2025-09-27 02:46:43 UTC
136,47,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,47,2025-08-08,TRUE,2025-08-08,108,2025-07-19 14:18:36 UTC,2025-09-08 15:12:48 UTC
137,47,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,47,2025-08-27,FALSE,,108,2025-08-01 15:29:39 UTC,2025-10-27 07:02:21 UTC
138,47,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,47,2025-06-05,TRUE,2025-06-05,108,2025-05-17 17:14:16 UTC,2025-11-04 14:05:03 UTC
139,48,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,44,2025-04-17,FALSE,,176,2025-03-19 22:26:32 UTC,2025-07-20 04:25:12 UTC
140,48,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,44,2025-03-21,TRUE,2025-03-21,176,2025-03-13 18:24:35 UTC,2025-08-11 12:07:16 UTC
141,49,Attend Event,Attend Event related to the deliverables of the contract. Must be completed as part of promotional requirements.,88,2025-11-15,TRUE,2025-11-15,175,2025-11-14 07:02:54 UTC,2025-11-30 11:56:43 UTC
142,49,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,88,2025-05-23,FALSE,,175,2025-05-22 10:58:49 UTC,2025-11-26 06:08:05 UTC
143,49,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,88,2025-11-18,TRUE,2025-11-18,175,2025-11-12 23:44:38 UTC,2025-11-24 01:08:41 UTC
144,50,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,23,2025-07-23,FALSE,,170,2025-07-01 03:20:09 UTC,2025-09-20 04:17:11 UTC
145,50,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,23,2025-05-13,FALSE,,170,2025-04-29 09:25:35 UTC,2025-08-04 11:34:42 UTC
146,50,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,23,2025-04-12,TRUE,2025-04-12,170,2025-03-26 07:52:13 UTC,2025-05-23 03:36:56 UTC
147,50,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,23,2025-05-22,FALSE,,170,2025-04-22 22:53:31 UTC,2025-11-07 19:14:57 UTC
148,51,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,78,2025-05-21,FALSE,,160,2025-04-29 21:44:56 UTC,2025-05-16 09:21:01 UTC
149,51,Tweet Brand Mention,Tweet Brand Mention related to the deliverables of the contract. Must be completed as part of promotional requirements.,78,2026-01-12,TRUE,2026-01-12,160,2025-12-28 21:52:49 UTC,2025-12-30 01:47:31 UTC
150,51,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,78,2025-07-03,TRUE,2025-07-03,160,2025-07-01 09:06:28 UTC,2025-10-21 15:25:07 UTC
151,52,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,18,2026-01-14,TRUE,2026-01-14,157,2025-12-27 07:14:08 UTC,2025-12-30 05:16:13 UTC
152,52,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,18,2025-05-24,FALSE,,157,2025-04-28 00:51:54 UTC,2025-09-22 14:19:13 UTC
153,53,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,40,2025-05-28,TRUE,2025-05-28,163,2025-05-23 19:05:59 UTC,2025-08-17 08:43:54 UTC
154,53,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,40,2025-10-08,FALSE,,163,2025-10-02 04:08:14 UTC,2025-10-15 09:43:38 UTC
155,53,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,40,2025-05-13,FALSE,,163,2025-04-22 19:37:31 UTC,2025-06-27 08:26:32 UTC
156,54,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,84,2025-01-20,TRUE,2025-01-20,113,2025-01-06 18:55:20 UTC,2025-02-09 18:49:01 UTC
157,54,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,84,2025-09-20,TRUE,2025-09-20,113,2025-08-24 02:41:51 UTC,2025-09-19 19:17:12 UTC
158,54,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,84,2025-04-19,FALSE,,113,2025-04-05 14:52:11 UTC,2025-04-24 03:24:07 UTC
159,55,Attend Event,Attend Event related to the deliverables of the contract. Must be completed as part of promotional requirements.,77,2025-03-02,FALSE,,153,2025-02-12 23:06:22 UTC,2025-12-01 15:15:12 UTC
160,55,Send Brand Content,Send Brand Content related to the deliverables of the contract. Must be completed as part of promotional requirements.,77,2025-10-29,FALSE,,153,2025-10-14 23:59:57 UTC,2025-10-21 08:00:34 UTC
161,55,Attend Event,Attend Event related to the deliverables of the contract. Must be completed as part of promotional requirements.,77,2025-11-10,FALSE,,153,2025-10-11 19:39:21 UTC,2025-10-17 02:49:13 UTC
162,56,Send Brand Content,Send Brand Content related to the deliverables of the contract. Must be completed as part of promotional requirements.,9,2025-06-08,FALSE,,108,2025-05-16 02:00:29 UTC,2025-09-25 15:21:00 UTC
163,56,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,9,2025-03-19,TRUE,2025-03-19,108,2025-03-09 01:20:22 UTC,2025-06-17 00:04:50 UTC
164,56,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,9,2025-06-14,TRUE,2025-06-14,108,2025-05-31 00:07:01 UTC,2025-06-11 15:42:26 UTC
165,56,Attend Event,Attend Event related to the deliverables of the contract. Must be completed as part of promotional requirements.,9,2025-12-21,FALSE,,108,2025-12-13 03:45:33 UTC,2025-12-25 19:00:57 UTC
166,57,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,44,2025-07-12,TRUE,2025-07-12,159,2025-07-01 20:35:08 UTC,2025-08-10 23:54:29 UTC
167,57,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,44,2025-07-28,TRUE,2025-07-28,159,2025-07-21 13:40:43 UTC,2025-10-02 01:40:18 UTC
168,57,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,44,2025-09-15,TRUE,2025-09-15,159,2025-09-09 08:59:26 UTC,2025-10-06 19:13:13 UTC
169,58,Send Brand Content,Send Brand Content related to the deliverables of the contract. Must be completed as part of promotional requirements.,43,2025-02-05,FALSE,,192,2025-01-23 02:51:13 UTC,2025-05-22 17:16:04 UTC
170,58,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,43,2025-04-06,TRUE,2025-04-06,192,2025-03-16 22:22:42 UTC,2025-08-12 09:36:37 UTC
171,58,Send Brand Content,Send Brand Content related to the deliverables of the contract. Must be completed as part of promotional requirements.,43,2025-06-22,FALSE,,192,2025-06-02 17:42:06 UTC,2025-09-08 21:48:38 UTC
172,59,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,97,2025-07-08,TRUE,2025-07-08,147,2025-07-06 08:09:03 UTC,2025-12-13 05:19:53 UTC
173,59,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,97,2025-12-14,TRUE,2025-12-14,147,2025-12-04 16:47:13 UTC,2025-12-12 04:04:59 UTC
174,60,Tweet Brand Mention,Tweet Brand Mention related to the deliverables of the contract. Must be completed as part of promotional requirements.,25,2025-12-26,TRUE,2025-12-26,156,2025-12-10 21:56:40 UTC,2025-12-25 05:14:55 UTC
175,60,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,25,2025-10-19,TRUE,2025-10-19,156,2025-10-13 14:45:28 UTC,2025-12-20 07:58:15 UTC
176,61,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,16,2025-09-19,FALSE,,148,2025-08-21 02:41:34 UTC,2025-12-06 01:29:09 UTC
177,61,Attend Event,Attend Event related to the deliverables of the contract. Must be completed as part of promotional requirements.,16,2025-02-26,TRUE,2025-02-26,148,2025-02-11 20:37:21 UTC,2025-12-23 09:00:35 UTC
178,62,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,96,2025-12-22,FALSE,,115,2025-12-13 15:17:14 UTC,2025-12-15 21:01:35 UTC
179,62,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,96,2025-06-01,FALSE,,115,2025-05-31 15:51:45 UTC,2025-12-18 13:20:46 UTC
180,62,Tweet Brand Mention,Tweet Brand Mention related to the deliverables of the contract. Must be completed as part of promotional requirements.,96,2025-09-21,FALSE,,115,2025-08-30 10:36:07 UTC,2025-12-02 03:36:04 UTC
181,62,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,96,2025-11-21,FALSE,,115,2025-11-14 02:32:43 UTC,2025-12-26 13:46:02 UTC
182,63,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,13,2025-09-13,FALSE,,104,2025-08-15 23:30:53 UTC,2025-09-23 17:03:10 UTC
183,63,Tweet Brand Mention,Tweet Brand Mention related to the deliverables of the contract. Must be completed as part of promotional requirements.,13,2025-05-31,TRUE,2025-05-31,104,2025-05-12 23:35:08 UTC,2025-10-05 07:12:07 UTC
184,63,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,13,2025-06-20,TRUE,2025-06-20,104,2025-05-27 23:52:43 UTC,2025-06-18 06:19:50 UTC
185,64,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,98,2025-08-28,TRUE,2025-08-28,159,2025-08-22 20:13:06 UTC,2025-12-25 06:20:02 UTC
186,64,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,98,2025-07-23,TRUE,2025-07-23,159,2025-06-30 10:59:15 UTC,2025-10-20 12:43:29 UTC
187,64,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,98,2025-05-11,TRUE,2025-05-11,159,2025-05-08 15:24:33 UTC,2025-11-23 15:08:42 UTC
188,64,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,98,2025-09-07,TRUE,2025-09-07,159,2025-08-29 21:44:01 UTC,2025-09-26 01:59:43 UTC
189,65,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,96,2025-11-16,TRUE,2025-11-16,125,2025-11-07 01:43:02 UTC,2025-11-12 02:24:26 UTC
190,65,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,96,2025-03-31,TRUE,2025-03-31,125,2025-03-23 07:54:07 UTC,2025-07-25 07:13:41 UTC
191,66,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,70,2025-09-11,TRUE,2025-09-11,178,2025-09-08 12:05:03 UTC,2025-09-29 11:36:14 UTC
192,66,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,70,2025-02-23,FALSE,,178,2025-01-29 23:11:40 UTC,2025-05-27 13:48:56 UTC
193,67,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,43,2025-05-17,FALSE,,190,2025-05-14 03:39:22 UTC,2025-10-04 09:06:43 UTC
194,67,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,43,2025-12-11,TRUE,2025-12-11,190,2025-11-19 19:01:15 UTC,2025-12-03 14:28:09 UTC
195,68,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,50,2025-06-09,FALSE,,127,2025-06-03 19:03:54 UTC,2025-08-07 00:48:50 UTC
196,68,Tweet Brand Mention,Tweet Brand Mention related to the deliverables of the contract. Must be completed as part of promotional requirements.,50,2025-03-10,FALSE,,127,2025-02-21 10:23:10 UTC,2025-09-23 01:48:04 UTC
197,68,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,50,2025-03-24,TRUE,2025-03-24,127,2025-03-20 04:02:12 UTC,2025-09-27 18:32:12 UTC
198,68,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,50,2025-08-07,FALSE,,127,2025-07-29 20:21:05 UTC,2025-08-07 16:56:23 UTC
199,69,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,80,2025-02-24,FALSE,,195,2025-01-29 01:12:23 UTC,2025-02-10 09:42:21 UTC
200,69,Tweet Brand Mention,Tweet Brand Mention related to the deliverables of the contract. Must be completed as part of promotional requirements.,80,2025-11-28,FALSE,,195,2025-11-19 23:40:13 UTC,2025-11-26 10:02:13 UTC
201,70,Tweet Brand Mention,Tweet Brand Mention related to the deliverables of the contract. Must be completed as part of promotional requirements.,50,2025-09-03,TRUE,2025-09-03,196,2025-08-05 08:30:49 UTC,2025-10-12 18:23:06 UTC
202,70,Attend Event,Attend Event related to the deliverables of the contract. Must be completed as part of promotional requirements.,50,2025-11-05,FALSE,,196,2025-10-06 04:17:43 UTC,2025-11-23 17:28:06 UTC
203,71,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,39,2025-02-11,TRUE,2025-02-11,132,2025-02-02 14:52:46 UTC,2025-07-03 04:04:14 UTC
204,71,Attend Event,Attend Event related to the deliverables of the contract. Must be completed as part of promotional requirements.,39,2025-09-11,FALSE,,132,2025-09-08 12:12:48 UTC,2025-10-07 19:39:28 UTC
205,71,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,39,2025-10-22,TRUE,2025-10-22,132,2025-10-01 02:39:22 UTC,2025-10-22 09:03:47 UTC
206,72,Tweet Brand Mention,Tweet Brand Mention related to the deliverables of the contract. Must be completed as part of promotional requirements.,20,2025-05-29,FALSE,,199,2025-05-27 18:14:01 UTC,2025-12-09 08:01:47 UTC
207,72,Send Brand Content,Send Brand Content related to the deliverables of the contract. Must be completed as part of promotional requirements.,20,2025-09-09,TRUE,2025-09-09,199,2025-08-25 21:34:18 UTC,2025-11-07 04:55:06 UTC
208,72,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,20,2025-05-04,TRUE,2025-05-04,199,2025-04-11 12:47:53 UTC,2025-09-20 01:13:42 UTC
209,72,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,20,2025-12-12,FALSE,,199,2025-11-28 03:53:11 UTC,2025-12-19 18:03:03 UTC
210,73,Attend Event,Attend Event related to the deliverables of the contract. Must be completed as part of promotional requirements.,58,2025-08-09,FALSE,,173,2025-07-11 13:39:35 UTC,2025-10-20 10:01:26 UTC
211,73,Send Brand Content,Send Brand Content related to the deliverables of the contract. Must be completed as part of promotional requirements.,58,2025-04-23,TRUE,2025-04-23,173,2025-04-17 02:29:20 UTC,2025-10-27 10:02:36 UTC
212,74,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,47,2025-08-08,TRUE,2025-08-08,149,2025-07-13 23:41:12 UTC,2025-07-31 03:27:48 UTC
213,74,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,47,2025-04-03,FALSE,,149,2025-03-20 05:58:34 UTC,2025-09-20 22:47:00 UTC
214,75,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,92,2025-06-29,TRUE,2025-06-29,133,2025-06-14 15:34:02 UTC,2025-12-21 21:47:26 UTC
215,75,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,92,2025-03-25,FALSE,,133,2025-03-13 14:53:58 UTC,2025-12-16 13:49:34 UTC
216,75,Tweet Brand Mention,Tweet Brand Mention related to the deliverables of the contract. Must be completed as part of promotional requirements.,92,2025-02-07,TRUE,2025-02-07,133,2025-01-16 05:16:29 UTC,2025-07-18 17:07:28 UTC
217,76,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,57,2025-07-28,FALSE,,150,2025-07-05 22:23:52 UTC,2025-07-19 01:48:50 UTC
218,76,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,57,2025-12-09,FALSE,,150,2025-11-24 22:16:02 UTC,2025-12-09 22:52:04 UTC
219,77,Send Brand Content,Send Brand Content related to the deliverables of the contract. Must be completed as part of promotional requirements.,77,2025-03-06,TRUE,2025-03-06,154,2025-02-08 07:27:19 UTC,2025-05-27 07:02:12 UTC
220,77,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,77,2025-08-07,TRUE,2025-08-07,154,2025-07-10 00:15:58 UTC,2025-09-25 10:27:10 UTC
221,78,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,26,2025-07-20,FALSE,,154,2025-06-26 05:59:56 UTC,2025-10-10 08:50:57 UTC
222,78,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,26,2026-01-08,FALSE,,154,2025-12-21 05:17:24 UTC,2025-12-29 22:36:45 UTC
223,78,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,26,2025-07-27,TRUE,2025-07-27,154,2025-07-11 00:50:37 UTC,2025-08-02 17:47:31 UTC
224,79,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,86,2025-02-13,TRUE,2025-02-13,176,2025-01-30 03:57:45 UTC,2025-08-12 07:35:06 UTC
225,79,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,86,2025-11-04,TRUE,2025-11-04,176,2025-10-22 20:39:04 UTC,2025-12-01 17:29:50 UTC
226,80,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,28,2025-10-27,FALSE,,194,2025-10-21 07:54:06 UTC,2025-11-13 05:34:08 UTC
227,80,Attend Event,Attend Event related to the deliverables of the contract. Must be completed as part of promotional requirements.,28,2025-09-14,TRUE,2025-09-14,194,2025-08-20 06:57:24 UTC,2025-08-24 01:21:17 UTC
228,80,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,28,2025-09-25,FALSE,,194,2025-08-29 17:38:53 UTC,2025-10-19 03:24:21 UTC
229,80,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,28,2025-12-02,TRUE,2025-12-02,194,2025-11-11 22:12:02 UTC,2025-12-17 21:58:12 UTC
230,81,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,76,2025-09-01,TRUE,2025-09-01,140,2025-08-18 17:40:03 UTC,2025-12-20 03:24:02 UTC
231,81,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,76,2025-01-25,TRUE,2025-01-25,140,2025-01-17 11:55:09 UTC,2025-08-02 05:36:37 UTC
232,82,Send Brand Content,Send Brand Content related to the deliverables of the contract. Must be completed as part of promotional requirements.,3,2025-11-13,FALSE,,127,2025-10-18 12:11:19 UTC,2025-11-12 17:52:29 UTC
233,82,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,3,2025-11-01,TRUE,2025-11-01,127,2025-10-02 06:36:56 UTC,2025-11-28 05:16:23 UTC
234,82,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,3,2025-08-15,FALSE,,127,2025-07-16 07:54:06 UTC,2025-08-03 06:20:55 UTC
235,82,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,3,2025-04-16,TRUE,2025-04-16,127,2025-03-18 14:58:12 UTC,2025-12-19 08:48:15 UTC
236,83,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,74,2025-07-29,FALSE,,133,2025-07-02 13:21:50 UTC,2025-10-14 02:18:52 UTC
237,83,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,74,2025-01-11,TRUE,2025-01-11,133,2025-01-04 07:35:10 UTC,2025-08-27 20:56:47 UTC
238,83,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,74,2025-01-26,FALSE,,133,2025-01-07 13:39:39 UTC,2025-08-10 21:03:57 UTC
239,84,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,84,2025-07-03,FALSE,,191,2025-06-12 04:13:23 UTC,2025-06-17 11:45:40 UTC
240,84,Tweet Brand Mention,Tweet Brand Mention related to the deliverables of the contract. Must be completed as part of promotional requirements.,84,2025-04-27,TRUE,2025-04-27,191,2025-04-20 10:59:14 UTC,2025-12-15 14:06:15 UTC
241,85,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,46,2025-12-01,FALSE,,177,2025-11-23 11:50:47 UTC,2025-12-12 17:32:18 UTC
242,85,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,46,2025-03-19,FALSE,,177,2025-03-09 17:41:26 UTC,2025-04-12 17:48:05 UTC
243,86,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,46,2025-05-10,FALSE,,102,2025-04-12 18:44:44 UTC,2025-06-24 17:37:22 UTC
244,86,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,46,2025-04-03,FALSE,,102,2025-03-11 06:44:04 UTC,2025-08-24 21:25:22 UTC
245,86,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,46,2025-09-08,FALSE,,102,2025-08-19 17:32:30 UTC,2025-12-05 00:00:11 UTC
246,86,Send Brand Content,Send Brand Content related to the deliverables of the contract. Must be completed as part of promotional requirements.,46,2025-06-01,TRUE,2025-06-01,102,2025-05-16 15:16:22 UTC,2025-10-31 07:11:42 UTC
247,87,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,56,2025-07-11,FALSE,,185,2025-06-25 22:47:12 UTC,2025-07-09 10:33:32 UTC
248,87,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,56,2025-02-25,FALSE,,185,2025-02-04 03:24:14 UTC,2025-11-05 13:43:03 UTC
249,87,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,56,2025-06-28,FALSE,,185,2025-06-24 23:50:46 UTC,2025-12-08 16:24:56 UTC
250,88,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,83,2025-12-15,FALSE,,183,2025-11-27 15:00:54 UTC,2025-12-01 05:30:58 UTC
251,88,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,83,2025-07-18,FALSE,,183,2025-07-01 00:50:11 UTC,2025-11-30 17:57:39 UTC
252,88,Send Brand Content,Send Brand Content related to the deliverables of the contract. Must be completed as part of promotional requirements.,83,2026-01-12,TRUE,2026-01-12,183,2025-12-17 02:08:46 UTC,2025-12-22 20:53:30 UTC
253,88,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,83,2025-04-26,TRUE,2025-04-26,183,2025-04-22 04:10:44 UTC,2025-08-30 18:55:14 UTC
254,89,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,84,2025-07-10,TRUE,2025-07-10,150,2025-06-23 01:51:29 UTC,2025-10-17 07:17:47 UTC
255,89,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,84,2025-06-02,TRUE,2025-06-02,150,2025-05-09 17:33:19 UTC,2025-07-19 15:53:27 UTC
256,89,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,84,2025-04-18,TRUE,2025-04-18,150,2025-03-25 08:58:37 UTC,2025-07-07 02:50:33 UTC
257,90,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,4,2025-07-01,TRUE,2025-07-01,117,2025-06-26 06:51:34 UTC,2025-11-20 18:43:36 UTC
258,90,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,4,2025-05-08,TRUE,2025-05-08,117,2025-04-10 07:29:01 UTC,2025-07-26 21:21:52 UTC
259,91,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,87,2025-12-06,FALSE,,127,2025-11-11 02:53:46 UTC,2025-12-29 06:22:20 UTC
260,91,Send Brand Content,Send Brand Content related to the deliverables of the contract. Must be completed as part of promotional requirements.,87,2025-01-30,FALSE,,127,2025-01-15 01:59:07 UTC,2025-07-13 05:09:39 UTC
261,91,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,87,2025-10-02,FALSE,,127,2025-09-10 13:43:00 UTC,2025-10-16 21:49:06 UTC
262,92,Tweet Brand Mention,Tweet Brand Mention related to the deliverables of the contract. Must be completed as part of promotional requirements.,94,2025-11-21,TRUE,2025-11-21,153,2025-11-17 11:48:51 UTC,2025-12-14 01:15:17 UTC
263,92,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,94,2025-11-21,FALSE,,153,2025-11-09 21:20:51 UTC,2025-12-05 16:31:41 UTC
264,92,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,94,2025-03-21,FALSE,,153,2025-03-18 04:58:37 UTC,2025-04-26 10:33:40 UTC
265,92,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,94,2026-01-07,FALSE,,153,2025-12-21 23:30:30 UTC,2025-12-26 23:20:56 UTC
266,93,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,43,2025-11-06,FALSE,,103,2025-10-14 12:41:23 UTC,2025-10-29 07:00:29 UTC
267,93,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,43,2025-04-28,FALSE,,103,2025-04-14 19:46:17 UTC,2025-11-11 20:31:27 UTC
268,93,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,43,2025-11-11,FALSE,,103,2025-10-14 08:53:11 UTC,2025-10-28 11:48:38 UTC
269,93,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,43,2025-10-16,FALSE,,103,2025-09-30 11:09:32 UTC,2025-12-23 18:57:52 UTC
